osm_id,category,name,name_ar,lat,lon,capacity,available,is_shelter,province,pm2_5,us_aqi,observation_time,wheelchair_accessible,ground_floor,medical_staff_onsite
293824684,fire_station,Unité de Protection Civile,الحماية المدنية,36.33160455714285,5.112671871428572,30,30,False,Sétif,,,,,,
293825994,school,Lycée Ammar Khloufi,,36.33348481052632,5.0804998947368425,13225,13225,True,Sétif,,,,,,
293826009,school,CEM 5 Juillet 1962,,36.32981839090909,5.065994736363636,2146,2146,True,Sétif,,,,,,
293827579,place_of_worship,Mosquée Abou Bakr Essedik,,36.33180935,5.0895564375,1159,1159,True,Sétif,,,,,,
293828438,place_of_worship,Mosquée Al Athik,,36.3304463,5.0916306,760,760,True,Sétif,,,,,,
293828441,school,,,36.33027271666667,5.0920339666666665,590,590,True,Sétif,,,,,,
293828446,school,Ecole Aissa Chouadra,,36.3301624375,5.089675775,877,877,True,Sétif,,,,,,
293829401,school,Ecole Doudou Rachid,,36.332503925,5.09281774375,2423,2423,True,Sétif,,,,,,
293830454,school,Lycée Toumi Mohamed,,36.33750766666667,5.089844304761905,10148,10148,True,Sétif,,,,,,
293830460,school,CEM Hamza Brahim,,36.33576523000001,5.09057313,1496,1496,True,Sétif,,,,,,
293831168,place_of_worship,Mosquée Imam Malek,,36.339477515384615,5.086721261538462,849,849,True,Sétif,,,,,,
293831177,school,Ecole Bachir Dhaifi,,36.3394365875,5.086156075,1718,1718,True,Sétif,,,,,,
293831180,school,CEM Ghania Abdellah,,36.33787182352941,5.090963705882353,7534,7534,True,Sétif,,,,,,
293831471,health_facility,Hopital Said Aouamri,,36.338296185714285,5.092571490476191,100,100,False,Sétif,,,,,,
293833548,school,Ecole Hocine Boumansoura,,36.34195188333334,5.0919983,922,922,True,Sétif,,,,,,
293833549,school,Lycée Haddadji Aissa,,36.34226966153846,5.0945467,12189,12189,True,Sétif,,,,,,
293838428,school,,,36.325565866666665,5.08576335,556,556,True,Sétif,,,,,,
293863809,place_of_worship,Mosquée Khaled Ibn Elwalid,,36.32645842,5.14157158,296,296,True,Sétif,,,,,,
293891343,school,CEM Hamza Ali,,36.246415677777776,5.1156633,2207,2207,True,Sétif,,,,,,
294008116,place_of_worship,مسجد عداسي الطيب,مسجد عداسي الطيب,36.33444806,5.18110257,1099,1099,True,Sétif,,,,,,
294008122,school,Lycée Boudjadi Bouguerra,ثانوية بوجادي بوقرة,36.33820242608696,5.175489639130435,5002,5002,True,Sétif,,,,,,
294059373,place_of_worship,زاوية سيدي احسن,,36.26598306666667,5.223456466666667,1223,1223,True,Sétif,,,,,,
294059381,school,,,36.33184643333333,5.2522765,1337,1337,True,Sétif,,,,,,
294059388,school,مدرسة عمار منقلاتي,مدرسة عمار منقلاتي,36.29614493636364,5.179812781818182,1657,1657,True,Sétif,,,,,,
294059407,place_of_worship,,,36.33271442,5.24725598,394,394,True,Sétif,,,,,,
294321328,school,CEM Boussadia El Kheir,,36.2986714,5.29356416,4279,4279,True,Sétif,,,,,,
294321333,school,Ecole 8 mai 1945,,36.29476863333333,5.293084333333334,1784,1784,True,Sétif,,,,,,
294321341,school,Lycée Tayeb Bouadjadja,,36.29949556,5.297901155,1663,1663,True,Sétif,,,,,,
294321348,school,CEM Mohamed Khreibi,,36.29902677647059,5.296710488235294,12727,12727,True,Sétif,,,,,,
