osm_id,category,name,lat,lon,capacity_estimate,capacity_source,pm2_5,us_aqi,observation_time,province,is_shelter
health_facility_3110,health_facility,PS Delta La Divine (Poste de Santé),-10.729101999999957,25.524797900000067,15,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3111,health_facility,CS Sharon Rose (Centre de Santé),-10.711370999999929,25.521169100000066,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3112,health_facility,CS Eliazer (Centre de Santé),-10.98745699999995,25.536775300000045,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3113,health_facility,CS Kabunji (Centre de Santé),-10.962034899999937,25.462810000000047,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3114,health_facility,PS Kawama 2 (Poste de Santé),-11.004271699999949,25.514805700000068,15,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3115,health_facility,CS Regain De Vie (Centre de Santé),-10.738836599999956,25.496983200000045,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3116,health_facility,CS La Courone (Centre de Santé),-10.693865399999936,25.49163850000008,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3117,health_facility,CS Kizito (Centre de Santé),-10.69333839999996,25.49196290000004,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3118,health_facility,CS Saint Andre (Centre de Santé),-10.73308899999995,25.485896100000048,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3119,health_facility,CS Saint Sauveur (Centre de Santé),-10.731520399999964,25.48343870000008,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3120,health_facility,CS Apex (Centre de Santé),-10.678284099999928,25.449288000000024,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3121,health_facility,CS La Guerison (Centre de Santé),-10.67200159999993,25.474415200000067,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3122,health_facility,CH Helsam (Centre Hopitalier),-10.679400999999928,25.465749800000022,80,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3123,health_facility,CS Dieu La Grace (Centre de Santé),-10.676598399999932,25.473075300000065,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3124,health_facility,CS Migraciel (Centre de Santé),-10.67940299999998,25.46752750000008,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3125,health_facility,CS Chic (Centre de Santé),-10.726314699999932,25.427937600000064,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3126,health_facility,CS Prodige (Centre de Santé),-10.73810549999996,25.445730800000035,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3127,health_facility,CS Chem Chem (Centre de Santé),-10.742740399999946,25.443068700000023,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3128,health_facility,CS La Grace (Centre de Santé),-10.739325099999974,25.44504520000004,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3129,health_facility,CS La Gloire (Centre de Santé),-10.73493979999995,25.44617120000004,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3130,health_facility,CS Kmc 2 (Centre de Santé),-10.72727999999995,25.42802930000005,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3131,health_facility,CS Mupandish (Centre de Santé),-10.741829799999948,25.49987880000004,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3132,health_facility,PS Don De Dieu (Poste de Santé),-10.788038599999936,25.502716200000062,15,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3133,health_facility,CM Golden (Centre Médical),-10.784175799999955,25.46938370000004,40,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3134,health_facility,CS La Guerison (Centre de Santé),-10.78509349999996,25.473411200000044,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3135,health_facility,CS Benediction (Centre de Santé),-10.78603419999996,25.482304800000065,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3136,health_facility,CS Elim (Centre de Santé),-10.787561599999949,25.48360620000005,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3137,health_facility,CS Pepin (Centre de Santé),-10.806896699999982,25.484185100000047,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3138,health_facility,CS Mangamanga (Centre de Santé),-10.80152819999995,25.480693900000063,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3139,health_facility,CS Saint Jean (Centre de Santé),-10.787784399999964,25.49876050000006,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3140,health_facility,CS La Charite (Centre de Santé),-10.786612699999978,25.49674990000005,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3141,health_facility,CM Ilk (Centre Médical),-10.740866099999948,25.52444160000005,40,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3142,health_facility,CS La Merveille (Centre de Santé),-10.78675519999996,25.50321690000004,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3143,health_facility,CS Saint Franck (Centre de Santé),-10.839909399999954,25.45973820000006,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3144,health_facility,SSC Kabobo (Site Soin Communautaire),-10.74470679999996,25.69086100000004,15,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3145,health_facility,CS Apes 2 (Centre de Santé),-10.742863799999952,25.727657700000066,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3146,health_facility,CS La Grace (Centre de Santé),-10.778043999999966,25.721540700000048,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3147,health_facility,CM Eben Ezer 2 (Centre Médical),-10.784360499999934,25.70567970000008,40,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3148,health_facility,CS Sainte Francoise (Centre de Santé),-10.784563899999966,25.70578040000004,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3149,health_facility,CS Siloe (Centre de Santé),-10.782251899999949,25.70472510000008,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3150,health_facility,CS Social (Centre de Santé),-10.771691799999928,25.71762730000006,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3151,health_facility,CM Etoile De Lumière (Centre Médical),-10.781317099999969,25.708698500000025,40,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3152,health_facility,CS Piscine De Bethsaida (Centre de Santé),-10.77917739999998,25.70726810000008,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3153,health_facility,CS Radem (Centre de Santé),-10.778219999999976,25.710764700000027,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3154,health_facility,DISP Uzima (Dispensaire),-10.744387999999958,25.688477900000063,20,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3155,health_facility,HGR Mupanja (Hôpital Général de Référence),-10.78092259999994,25.717204800000047,100,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3156,health_facility,CS La Gloire P (Centre de Santé),-10.782140099999936,25.713435100000027,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3157,health_facility,CS Kitumaini (Centre de Santé),-10.779802299999972,25.71207030000005,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3158,health_facility,CS El Rapha (Centre de Santé),-10.782036199999936,25.706501900000035,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3159,health_facility,CM La Grace (Centre Médical),-10.77865559999998,25.68804800000004,40,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3160,health_facility,CM Eben Ezer (Centre Médical),-10.77909429999994,25.699566700000048,40,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3161,health_facility,CS Mupanja Sncc (Centre de Santé),-10.780169899999976,25.72019080000007,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3162,health_facility,CM Temps De La Grace (Centre Médical),-10.777623799999958,25.707218400000045,40,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3163,health_facility,CS Unif (Centre de Santé),-10.785936799999943,25.61958000000004,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3164,health_facility,CS Elisha (Centre de Santé),-10.787314199999969,25.61740930000008,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3165,health_facility,CM Notre Sauveur (Centre Médical),-10.785016299999938,25.597390000000075,40,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3166,health_facility,CS Vie Nouvelle (Centre de Santé),-10.790864399999975,25.59666640000006,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3167,health_facility,CS Saint Pierre (Centre de Santé),-10.734911599999975,25.614883400000053,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3168,health_facility,CS Pwibwe (Centre de Santé),-10.78731629999993,25.62779190000004,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3169,health_facility,CS Armelle (Centre de Santé),-10.651144199999976,25.40016250000008,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3170,health_facility,CS Musa Maria Mwema (Centre de Santé),-10.647518799999943,25.39351860000005,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3171,health_facility,CS Avenir (Centre de Santé),-10.649183999999934,25.39090930000004,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3172,health_facility,CS Bon Berge (Centre de Santé),-10.647077999999963,25.40275760000003,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3173,health_facility,CS Omer Gloria (Centre de Santé),-10.757870499999967,25.39045680000004,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3174,health_facility,CM Grace (Centre Médical),-10.751959899999974,25.37811390000008,40,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3175,health_facility,CM La Promesse Luilu (Centre Médical),-10.649812599999962,25.38754780000005,40,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3176,health_facility,CS Noblesse (Centre de Santé),-10.648386699999946,25.394791800000064,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3177,health_facility,CS Eliakim (Centre de Santé),-10.753982099999972,25.386509300000057,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3178,health_facility,CS Peniel (Centre de Santé),-10.754419999999982,25.385514100000023,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3179,health_facility,CS Afia (Centre de Santé),-10.759401099999934,25.392057100000045,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3180,health_facility,CH Kapata (Centre Hopitalier),-10.753437299999971,25.381835000000024,80,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3181,health_facility,CS Le Jourdain (Centre de Santé),-10.650746999999969,25.39527400000003,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3182,health_facility,CS Baraka (Centre de Santé),-10.647724299999936,25.39876000000004,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3183,health_facility,CM La Consolation (Centre Médical),-10.642957699999954,25.39520770000007,40,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3184,health_facility,PS Kapanga (Poste de Santé),-10.706254799999954,25.36177530000004,15,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3185,health_facility,CS Christ Sauveur (Centre de Santé),-10.65217089999993,25.38448520000003,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3186,health_facility,CS Blessing Center (Centre de Santé),-10.667406399999948,25.36425920000005,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3187,health_facility,CSR Noa (Centre de Santé de Référence),-10.66403459999998,25.36835350000007,50,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3188,health_facility,CS Noa (Centre de Santé),-10.665674799999977,25.36375570000007,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3189,health_facility,CS Fraternite (Centre de Santé),-10.65115339999994,25.38233150000008,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3190,health_facility,CS Don De Dieu (Centre de Santé),-10.643246399999953,25.38871270000004,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3191,health_facility,HOSP Godelieve (Hôpital),-10.666453899999963,25.38724810000008,100,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3192,health_facility,CS Mont Carmel (Centre de Santé),-10.662174599999958,25.381015700000034,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3193,health_facility,CS Don De Dieu (Centre de Santé),-10.661231599999953,25.38106240000008,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3194,health_facility,CS Pax (Centre de Santé),-10.64062229999996,25.39764370000006,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3195,health_facility,CS Saint Michel (Centre de Santé),-10.657410399999948,25.382611500000053,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3196,health_facility,CS Sevice Emergo De Luilu (Centre de Santé),-10.655124499999944,25.391034000000047,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3197,health_facility,CS Dieu Merci (Centre de Santé),-10.66105559999994,25.39129440000005,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3198,health_facility,CS Uzimza (Centre de Santé),-10.662945899999954,25.39235560000003,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3199,health_facility,CS Luilu (Centre de Santé),-10.660213299999953,25.39529790000006,30,type_based_estimate_non_shelter,,,,Lualaba,False
health_facility_3200,health_facility,CS Mikou (Centre de Santé),-10.661454499999934,25.394279700000027,30,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3201,health_facility,CS Salama (Centre de Santé),-10.665284399999962,25.39390350000008,30,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3202,health_facility,CLIN De Luilu (Clinique),-10.655115399999945,25.395173200000045,40,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3203,health_facility,CM Crusader (Centre Médical),-10.65486039999996,25.39741810000004,40,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3204,health_facility,CS La Foi (Centre de Santé),-10.661682699999972,25.38836740000005,30,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3205,health_facility,CS Joseph Kabila (Centre de Santé),-10.659115699999973,25.38667380000004,30,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3206,health_facility,CS Siloe (Centre de Santé),-10.739454199999956,25.501825300000064,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3207,health_facility,PS La Fois (Poste de Santé),-10.73704689999994,25.502397900000062,15,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3208,health_facility,CS Vision Divine (Centre de Santé),-10.739669599999957,25.497536100000048,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3209,health_facility,CM La Grace 2 (Centre Médical),-10.740312699999947,25.499989000000028,40,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3210,health_facility,CS Mission Possible (Centre de Santé),-10.744162099999926,25.506235700000047,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3211,health_facility,CS Center De Kwaneema (Centre de Santé),-10.731507799999974,25.504680200000053,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3212,health_facility,CS Maman Deborah (Centre de Santé),-10.741254599999934,25.511890400000027,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3213,health_facility,CS Saint Paul (Centre de Santé),-10.753528199999948,25.506603100000063,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3214,health_facility,CM De La Cite (Centre Médical),-10.757007199999975,25.505281000000025,40,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3215,health_facility,CM Des Oliviers (Centre Médical),-10.750472199999932,25.50898680000006,40,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3216,health_facility,CS De Amitie Trois (Centre de Santé),-10.756139399999938,25.499333700000022,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3217,health_facility,CS Blessing (Centre de Santé),-10.722478999999964,25.488038800000027,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3218,health_facility,CS Uzima (Centre de Santé),-10.721098499999924,25.492520700000057,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3219,health_facility,CS La Gloire (Centre de Santé),-10.71808679999998,25.48660270000005,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3220,health_facility,CS Sncc (Centre de Santé),-10.712570599999935,25.48898410000004,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3221,health_facility,CS Cmc (Centre de Santé),-10.712036499999954,25.487648600000057,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3222,health_facility,CS Mutiya Ngazi (Centre de Santé),-10.726756499999963,25.48223860000008,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3223,health_facility,CS Eben Ezer (Centre de Santé),-10.72527329999997,25.48211060000005,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3224,health_facility,CM Pci (Centre Médical),-10.727102399999978,25.482905300000027,40,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3225,health_facility,CS Imani (Centre de Santé),-10.72462939999997,25.48621810000003,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3226,health_facility,CS Mere Divin Sauveur (Centre de Santé),-10.72397589999997,25.48496110000008,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3227,health_facility,CS Dimev (Centre de Santé),-10.681555199999934,25.50176140000008,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3228,health_facility,CS Saint Luc (Centre de Santé),-10.680013799999928,25.500623800000028,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3229,health_facility,CS Le Vainqueur (Centre de Santé),-10.67621319999995,25.505610600000068,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3230,health_facility,CS Umodja (Centre de Santé),-10.685873799999968,25.50209700000005,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3231,health_facility,CS Bonne Nouvelle (Centre de Santé),-10.69044219999995,25.500461200000075,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3232,health_facility,CS Sauveur De Vie (Centre de Santé),-10.689834099999928,25.496817600000043,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3233,health_facility,PS Bethesda (Poste de Santé),-10.676472799999942,25.497559600000045,15,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3234,health_facility,CS Le Rocher (Centre de Santé),-10.695051699999963,25.479286500000057,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3235,health_facility,CS Emmanuel (Centre de Santé),-10.681879699999968,25.47201030000008,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3236,health_facility,CS Peniel (Centre de Santé),-10.68628739999997,25.48042890000005,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3237,health_facility,CS Mpasu (Centre de Santé),-10.685762299999965,25.47884020000004,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3238,health_facility,CS My Life (Centre de Santé),-10.695564999999933,25.48555340000007,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3239,health_facility,CS Dieu Merci (Centre de Santé),-10.696509099999956,25.482317700000067,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3240,health_facility,CS Salem (Centre de Santé),-10.785691699999973,25.61759510000008,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3241,health_facility,CS De La Croix Rouge Faraja (Centre de Santé),-10.787985799999944,25.62457780000005,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3242,health_facility,CS La Compassion (Centre de Santé),-10.75947789999998,25.63820580000004,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3243,health_facility,SSC Mpupi (Site Soin Communautaire),-10.74531589999998,25.65797610000004,15,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3244,health_facility,CS Nadia (Centre de Santé),-10.676126899999929,25.46612830000004,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3245,health_facility,CS Saint Sauveur (Centre de Santé),-10.678494499999942,25.468412800000067,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3246,health_facility,CS Humanite (Centre de Santé),-10.674961099999962,25.474571600000047,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3247,health_facility,CS Mwaza Mpango (Centre de Santé),-10.886977699999932,25.706015700000023,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3248,health_facility,CS Musaada (Centre de Santé),-10.767176699999936,25.38764230000004,30,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3249,health_facility,CS La Paix (Centre de Santé),-10.76268529999993,25.384763900000053,30,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3250,health_facility,SSC Mundjedje (Site Soin Communautaire),-10.805919999999958,25.273158600000045,15,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3251,health_facility,SSC De Lazar (Site Soin Communautaire),-10.852550299999962,25.282613600000047,15,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3252,health_facility,CS De L'Amitie (Centre de Santé),-10.766286399999956,25.389633100000022,30,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3253,health_facility,CS Utapona (Centre de Santé),-10.763469099999952,25.34907380000004,30,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3254,health_facility,CS Graciella Center (Centre de Santé),-10.757401899999934,25.455015900000035,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3255,health_facility,CS De Cente Saint Gabriel (Centre de Santé),-10.749263999999926,25.456107400000064,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3256,health_facility,CS Manasse 2 (Centre de Santé),-10.725963899999954,25.43566730000004,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3257,health_facility,CS Elisabeth Tshombe (Centre de Santé),-10.721503599999949,25.431281100000035,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3258,health_facility,CS Espoir (Centre de Santé),-10.731525099999942,25.436780400000032,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3259,health_facility,CH Watu Wetu (Centre Hopitalier),-10.742758799999931,25.513642600000026,80,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3260,health_facility,CS Chic 2 (Centre de Santé),-10.726029299999936,25.43652550000008,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3261,health_facility,CS Biamungu (Centre de Santé),-10.721545599999956,25.43497350000007,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3262,health_facility,CH Watu Wetu (Centre Hopitalier),-10.725934499999935,25.398714600000066,80,type_based_estimate_non_shelter,25.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3263,health_facility,CM Golden (Centre Médical),-10.784604299999955,25.46937470000006,40,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3264,health_facility,CM Action De Grace (Centre Médical),-10.783630899999936,25.465669000000048,40,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3265,health_facility,CS Chal (Centre de Santé),-10.783639499999936,25.48038770000005,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3266,health_facility,SSC Dispansaire Henry Dunant (Site Soin Communautaire),-10.770757799999956,25.478758000000028,15,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3267,health_facility,CS Oeuvre De Jehovah (Centre de Santé),-10.751582199999971,25.484683700000065,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3268,health_facility,CS Eliakim (Centre de Santé),-10.75231789999998,25.480548400000032,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3269,health_facility,CS Gloire Du Sauveur (Centre de Santé),-10.739619299999958,25.46767570000003,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3270,health_facility,CS Nuee (Centre de Santé),-10.696646399999963,25.476563200000044,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3271,health_facility,CS Christ Ma Gloire (Centre de Santé),-10.69158049999993,25.474957000000074,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3272,health_facility,CS Croix Rouge (Centre de Santé),-10.691601899999966,25.47223360000004,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3273,health_facility,CS La Fidelite (Centre de Santé),-10.689429099999929,25.465700500000025,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Haut-Katanga,False
health_facility_3274,health_facility,CS Horta (Centre de Santé),-10.691544499999964,25.468831200000068,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3275,health_facility,CS Shammah (Centre de Santé),-10.687894299999924,25.46552470000006,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Haut-Katanga,False
health_facility_3276,health_facility,CS Marie Therese Masuka (Centre de Santé),-10.74813469999998,25.486963900000035,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3277,health_facility,CS Dimercia (Centre de Santé),-10.75482299999993,25.491144700000063,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3278,health_facility,CS La Grace (Centre de Santé),-10.75026639999993,25.48858330000008,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
health_facility_3279,health_facility,CS Hewa Bora (Centre de Santé),-10.734888099999978,25.485328700000025,30,type_based_estimate_non_shelter,24.0,92.0,2026-08-28T09:00,Lualaba,False
